Category,Order Date,Sub-Category,Sales
Office Supplies,6/21/2019,Envelopes,24.896
Office Supplies,6/21/2019,Paper,19.65
Office Supplies,6/21/2019,Storage,36.84
Technology,6/21/2019,Accessories,95.968
Technology,6/21/2019,Machines,206.991
Technology,6/21/2019,Phones,1214.85
Technology,6/21/2019,Phones,284.82
Technology,6/21/2019,Phones,617.97
Technology,6/21/2019,Phones,1322.93
Furniture,6/22/2019,Chairs,853.93
Furniture,6/22/2019,Chairs,170.058
Office Supplies,6/22/2019,Binders,8.226
Office Supplies,6/22/2019,Storage,501.81
Office Supplies,6/22/2019,Storage,161.94
Technology,6/22/2019,Accessories,196.752
Technology,6/22/2019,Phones,82.782
Office Supplies,6/23/2019,Art,20.016
Office Supplies,6/23/2019,Supplies,3.104
Technology,6/23/2019,Accessories,86.376
Furniture,6/24/2019,Furnishings,4.272
Furniture,6/25/2019,Tables,447.84
Office Supplies,6/25/2019,Art,9.328
Office Supplies,6/25/2019,Art,71.632
Technology,6/25/2019,Phones,263.96
Furniture,6/27/2019,Tables,85.98
Office Supplies,6/27/2019,Storage,306.2
Technology,6/27/2019,Accessories,223.96
Furniture,6/28/2019,Chairs,1228.465
Office Supplies,6/28/2019,Binders,3.168
Office Supplies,6/28/2019,Binders,31.086
Office Supplies,6/28/2019,Fasteners,6.08
Office Supplies,6/28/2019,Paper,41.472
Office Supplies,6/28/2019,Paper,335.52
Office Supplies,6/29/2019,Art,32.76
Office Supplies,6/29/2019,Binders,13.92
Office Supplies,6/30/2019,Art,6.6
Office Supplies,6/30/2019,Art,32.4
Office Supplies,6/30/2019,Art,5.248
Office Supplies,6/30/2019,Binders,334.768
Office Supplies,6/30/2019,Binders,2.688
Office Supplies,6/30/2019,Fasteners,21.312
Office Supplies,6/30/2019,Paper,310.688
Office Supplies,6/30/2019,Paper,25.92
Office Supplies,7/1/2019,Binders,5.184
Office Supplies,7/1/2019,Binders,19.92
Technology,7/1/2019,Phones,575.92
Office Supplies,7/2/2019,Art,5.58
Technology,7/2/2019,Phones,73.98
Office Supplies,7/4/2019,Appliances,32.432
Office Supplies,7/4/2019,Binders,15.6
Office Supplies,7/4/2019,Paper,177.536
Office Supplies,7/4/2019,Paper,21.84
Furniture,7/5/2019,Furnishings,19.52
Furniture,7/5/2019,Furnishings,213.216
Office Supplies,7/5/2019,Art,4.368
Office Supplies,7/5/2019,Binders,180.96
Office Supplies,7/5/2019,Binders,9.81
Office Supplies,7/5/2019,Labels,14.62
Office Supplies,7/5/2019,Paper,19.44
Office Supplies,7/5/2019,Storage,281.424
Office Supplies,7/5/2019,Storage,220.776
Technology,7/5/2019,Accessories,479.97
Furniture,7/6/2019,Chairs,478.48
Technology,7/6/2019,Copiers,559.992
Furniture,7/7/2019,Chairs,172.186
Furniture,7/7/2019,Furnishings,69.008
Furniture,7/8/2019,Chairs,63.882
Furniture,7/8/2019,Tables,502.488
Office Supplies,7/8/2019,Binders,196.704
Furniture,7/9/2019,Bookcases,119.833
Office Supplies,7/9/2019,Art,5.56
Office Supplies,7/9/2019,Binders,14.304
Office Supplies,7/9/2019,Binders,41.904
Office Supplies,7/9/2019,Labels,2.88
Office Supplies,7/9/2019,Paper,14.352
Office Supplies,7/9/2019,Paper,32.4
Office Supplies,7/9/2019,Paper,10.368
Office Supplies,7/9/2019,Storage,23.92
Furniture,7/11/2019,Chairs,854.94
Furniture,7/11/2019,Furnishings,124.11
Office Supplies,7/11/2019,Binders,18.28
Office Supplies,7/11/2019,Labels,14.4
Office Supplies,7/11/2019,Paper,177.2
Office Supplies,7/11/2019,Paper,10.368
Office Supplies,7/11/2019,Paper,49.12
Technology,7/11/2019,Phones,575.968
Technology,7/11/2019,Phones,197.97
Technology,7/11/2019,Phones,164.85
Furniture,7/12/2019,Chairs,123.136
Furniture,7/12/2019,Chairs,512.358
Furniture,7/12/2019,Tables,698.352
Office Supplies,7/12/2019,Art,22.288
Office Supplies,7/12/2019,Binders,11.264
Office Supplies,7/12/2019,Binders,7.712
Office Supplies,7/12/2019,Fasteners,3.488
Office Supplies,7/12/2019,Paper,35.856
Office Supplies,7/12/2019,Paper,16.032
Office Supplies,7/12/2019,Storage,249.75
Technology,7/12/2019,Accessories,23.84
Technology,7/12/2019,Phones,255.936
Furniture,7/13/2019,Tables,351.216
Furniture,7/14/2019,Furnishings,31.984
Office Supplies,7/14/2019,Appliances,39.48
Office Supplies,7/14/2019,Art,41.584
Office Supplies,7/14/2019,Art,17.94
Office Supplies,7/14/2019,Binders,29.932
Office Supplies,7/14/2019,Storage,55.92
Technology,7/14/2019,Phones,38.272
Technology,7/14/2019,Phones,13.494
Technology,7/14/2019,Phones,23.988
Office Supplies,7/15/2019,Fasteners,6.54
Technology,7/15/2019,Accessories,2.97
Furniture,7/18/2019,Chairs,259.136
Office Supplies,7/18/2019,Binders,13.904
Furniture,7/19/2019,Tables,70.56
Office Supplies,7/19/2019,Binders,6.096
Office Supplies,7/19/2019,Binders,3.81
Office Supplies,7/19/2019,Binders,20.88
Technology,7/19/2019,Phones,359.98
Furniture,7/20/2019,Chairs,981.372
Furniture,7/20/2019,Furnishings,43.02
Furniture,7/20/2019,Furnishings,16.74
Office Supplies,7/20/2019,Art,13.12
Office Supplies,7/20/2019,Binders,27.36
Office Supplies,7/20/2019,Binders,8.704
Office Supplies,7/20/2019,Binders,89.712
Office Supplies,7/20/2019,Paper,104.85
Office Supplies,7/20/2019,Paper,19.92
Office Supplies,7/20/2019,Paper,11.96
Office Supplies,7/20/2019,Paper,22.83
Office Supplies,7/20/2019,Storage,535.41
Office Supplies,7/20/2019,Storage,25.984
Office Supplies,7/20/2019,Storage,342.864
Technology,7/20/2019,Accessories,41.94
Furniture,7/21/2019,Chairs,801.568
Furniture,7/21/2019,Chairs,657.93
Furniture,7/21/2019,Tables,272.848
Office Supplies,7/21/2019,Appliances,4.992
Office Supplies,7/21/2019,Art,99.2
Office Supplies,7/21/2019,Binders,1.044
Office Supplies,7/21/2019,Envelopes,87.92
Technology,7/21/2019,Phones,35.98
Furniture,7/22/2019,Chairs,717.72
Furniture,7/22/2019,Tables,170.352
Office Supplies,7/22/2019,Art,5.96
Office Supplies,7/22/2019,Art,11.52
Office Supplies,7/22/2019,Art,19.68
Office Supplies,7/22/2019,Storage,236.5
Office Supplies,7/22/2019,Storage,26.632
Technology,7/22/2019,Accessories,159.98
Office Supplies,7/23/2019,Art,9.24
Office Supplies,7/23/2019,Binders,8.16
Office Supplies,7/23/2019,Supplies,40.7
Technology,7/23/2019,Accessories,99.98
Technology,7/23/2019,Accessories,479.04
Technology,7/23/2019,Accessories,45
Technology,7/23/2019,Accessories,1023.936
Technology,7/23/2019,Phones,604.752
Technology,7/23/2019,Phones,302.376
Furniture,7/25/2019,Furnishings,77.92
Office Supplies,7/25/2019,Paper,6.48
Office Supplies,7/25/2019,Storage,53.72
Office Supplies,7/25/2019,Supplies,8187.65
Office Supplies,7/25/2019,Supplies,15.52
Furniture,7/26/2019,Chairs,67.88
Furniture,7/26/2019,Chairs,674.352
Furniture,7/26/2019,Furnishings,25.71
Furniture,7/26/2019,Furnishings,134.01
Furniture,7/26/2019,Furnishings,17.496
Office Supplies,7/26/2019,Appliances,4.836
Office Supplies,7/26/2019,Binders,16.784
Office Supplies,7/26/2019,Binders,8.88
Office Supplies,7/26/2019,Binders,2177.584
Office Supplies,7/26/2019,Labels,162.89
Office Supplies,7/26/2019,Storage,123.552
Technology,7/26/2019,Accessories,111.93
Technology,7/26/2019,Accessories,431.136
Technology,7/26/2019,Accessories,170.97
Technology,7/26/2019,Phones,911.984
Office Supplies,7/27/2019,Paper,65.78
Office Supplies,7/27/2019,Storage,276.28
Technology,7/27/2019,Accessories,238
Furniture,7/28/2019,Furnishings,129.888
Office Supplies,7/28/2019,Envelopes,48.944
Office Supplies,7/28/2019,Fasteners,14.32
Furniture,7/30/2019,Bookcases,1367.84
Furniture,8/1/2019,Furnishings,44.128
Office Supplies,8/1/2019,Appliances,62.92
Office Supplies,8/1/2019,Binders,19.752
Office Supplies,8/1/2019,Fasteners,5.68
Office Supplies,8/1/2019,Labels,17.544
Office Supplies,8/1/2019,Paper,78.304
Office Supplies,8/2/2019,Binders,26.7
Office Supplies,8/2/2019,Storage,838.38
Technology,8/2/2019,Accessories,21.2
Furniture,8/3/2019,Tables,218.75
Office Supplies,8/3/2019,Appliances,2.6
Office Supplies,8/3/2019,Paper,39.96
Office Supplies,8/3/2019,Paper,93.024
Office Supplies,8/3/2019,Storage,21.36
Office Supplies,8/3/2019,Supplies,102.3
Office Supplies,8/4/2019,Appliances,101.96
Office Supplies,8/4/2019,Appliances,1089.75
Office Supplies,8/4/2019,Art,16.4
Office Supplies,8/4/2019,Binders,13.184
Office Supplies,8/4/2019,Paper,447.84
Office Supplies,8/4/2019,Paper,259.74
Office Supplies,8/4/2019,Storage,158.9
Technology,8/4/2019,Accessories,255.42
Technology,8/4/2019,Phones,399.96
Furniture,8/5/2019,Chairs,1133.35
Furniture,8/5/2019,Chairs,340.144
Furniture,8/5/2019,Tables,489.23
Office Supplies,8/5/2019,Appliances,79.47
Office Supplies,8/5/2019,Art,4.56
Office Supplies,8/5/2019,Art,15.96
Office Supplies,8/5/2019,Art,45.98
Office Supplies,8/5/2019,Paper,20.94
Office Supplies,8/5/2019,Paper,110.96
Office Supplies,8/5/2019,Storage,15.78
Technology,8/5/2019,Accessories,16.36
Technology,8/5/2019,Phones,135.99
Technology,8/6/2019,Accessories,62.91
Technology,8/6/2019,Accessories,199.98
Furniture,8/8/2019,Bookcases,155.456
Furniture,8/8/2019,Furnishings,121.376
Furniture,8/8/2019,Furnishings,327.76
Furniture,8/8/2019,Furnishings,53.88
Office Supplies,8/8/2019,Appliances,167.535
Office Supplies,8/8/2019,Appliances,76.12
Office Supplies,8/8/2019,Envelopes,38.34
Office Supplies,8/8/2019,Storage,423.28
Technology,8/8/2019,Accessories,95.976
Technology,8/8/2019,Copiers,549.99
Technology,8/8/2019,Copiers,1199.976
Technology,8/8/2019,Phones,299.98
Technology,8/8/2019,Phones,445.96
Office Supplies,8/8/2019,Appliances,113.92
Office Supplies,8/8/2019,Art,39.66
Office Supplies,8/8/2019,Binders,447.86
Office Supplies,8/9/2019,Binders,9.345
Office Supplies,8/9/2019,Binders,2060.744
Office Supplies,8/9/2019,Fasteners,4.464
Office Supplies,8/9/2019,Labels,20.88
Office Supplies,8/9/2019,Paper,5.98
Office Supplies,8/9/2019,Paper,15.552
Technology,8/9/2019,Phones,219.168
Technology,8/9/2019,Phones,1091.168
Technology,8/9/2019,Phones,178.384
Furniture,8/11/2019,Furnishings,12.35
Office Supplies,8/11/2019,Art,40.97
Office Supplies,8/11/2019,Fasteners,22.96
Office Supplies,8/11/2019,Storage,375.34
Furniture,8/12/2019,Furnishings,85.44
Office Supplies,8/12/2019,Appliances,211.248
Office Supplies,8/12/2019,Art,47.96
Office Supplies,8/12/2019,Binders,14.04
Office Supplies,8/12/2019,Binders,196.21
Office Supplies,8/12/2019,Labels,2.952
Office Supplies,8/12/2019,Paper,31.104
Office Supplies,8/12/2019,Supplies,5.552
Technology,8/12/2019,Accessories,272.61
Technology,8/12/2019,Accessories,158.928
Technology,8/12/2019,Phones,806.336
Furniture,8/15/2019,Chairs,195.136
Office Supplies,8/15/2019,Appliances,152.91
Office Supplies,8/15/2019,Appliances,152.24
Office Supplies,8/15/2019,Binders,62.94
Office Supplies,8/15/2019,Binders,17.856
Office Supplies,8/15/2019,Binders,30.96
Office Supplies,8/15/2019,Binders,46.44
Office Supplies,8/15/2019,Paper,92.94
Office Supplies,8/15/2019,Paper,91.36
Furniture,8/16/2019,Tables,853.092
Office Supplies,8/17/2019,Binders,17.96
Office Supplies,8/17/2019,Fasteners,12.67
Office Supplies,8/17/2019,Paper,114.2
Office Supplies,8/17/2019,Paper,15.552
Technology,8/17/2019,Accessories,339.96
Furniture,8/19/2019,Bookcases,638.82
Furniture,8/19/2019,Furnishings,289.24
Office Supplies,8/19/2019,Art,10.72
Office Supplies,8/19/2019,Binders,69.456
Office Supplies,8/19/2019,Binders,76.776
Office Supplies,8/19/2019,Storage,344.91
Office Supplies,8/19/2019,Supplies,9.184
Office Supplies,8/19/2019,Binders,19.44
Office Supplies,8/19/2019,Paper,387.99
Furniture,8/20/2019,Chairs,500.24
Furniture,8/20/2019,Chairs,421.372
Office Supplies,8/20/2019,Binders,896.99
Office Supplies,8/20/2019,Paper,20.12
Office Supplies,8/22/2019,Art,3.912
Office Supplies,8/22/2019,Paper,11.56
Office Supplies,8/22/2019,Supplies,7.632
Furniture,8/23/2019,Furnishings,4.224
Office Supplies,8/23/2019,Binders,49.568
Office Supplies,8/23/2019,Paper,31.104
Office Supplies,8/23/2019,Paper,223.056
Office Supplies,8/23/2019,Paper,15.552
Office Supplies,8/23/2019,Paper,19.44
Office Supplies,8/23/2019,Paper,25.92
Office Supplies,8/23/2019,Paper,45.92
Office Supplies,8/23/2019,Supplies,6.8
Technology,8/23/2019,Phones,143.64
Furniture,8/24/2019,Furnishings,13.28
Office Supplies,8/24/2019,Binders,12.672
Office Supplies,8/24/2019,Binders,8.288
Office Supplies,8/24/2019,Supplies,25.5
Furniture,8/25/2019,Furnishings,6.28
Office Supplies,8/25/2019,Binders,6.528
Office Supplies,8/25/2019,Binders,20.856
Office Supplies,8/25/2019,Binders,25.68
Office Supplies,8/25/2019,Binders,12.384
Office Supplies,8/25/2019,Binders,2.862
Office Supplies,8/25/2019,Envelopes,130.464
Office Supplies,8/25/2019,Envelopes,4.72
Office Supplies,8/25/2019,Fasteners,40.096
Office Supplies,8/25/2019,Paper,23.976
Office Supplies,8/25/2019,Paper,25.92
Office Supplies,8/25/2019,Storage,48.84
Technology,8/25/2019,Accessories,95.1
Technology,8/25/2019,Phones,1007.944
Furniture,8/26/2019,Furnishings,10.68
Office Supplies,8/26/2019,Art,8.64
Office Supplies,8/26/2019,Paper,17.34
Office Supplies,8/26/2019,Paper,3.38
Technology,8/26/2019,Accessories,176.8
Technology,8/26/2019,Accessories,149.97
Furniture,8/27/2019,Furnishings,29.12
Furniture,8/27/2019,Tables,1202.94
Office Supplies,8/27/2019,Art,8.56
Office Supplies,8/27/2019,Binders,22.72
Office Supplies,8/27/2019,Paper,13.36
Technology,8/27/2019,Phones,579.95
Technology,8/27/2019,Phones,213.48
Furniture,8/29/2019,Tables,174.0585
Office Supplies,8/29/2019,Binders,505.176
Office Supplies,8/29/2019,Envelopes,29.808
Office Supplies,8/29/2019,Paper,13.36
Office Supplies,8/29/2019,Paper,109.92
Office Supplies,8/30/2019,Binders,25.3
Office Supplies,8/30/2019,Storage,95.94
Technology,8/31/2019,Accessories,92.52
Office Supplies,9/1/2019,Art,53.94
Office Supplies,9/1/2019,Binders,3.648
Office Supplies,9/1/2019,Binders,23.744
Office Supplies,9/1/2019,Paper,31.104
Technology,9/1/2019,Accessories,357
Furniture,9/2/2019,Furnishings,70.71
Office Supplies,9/2/2019,Appliances,19.9
Furniture,9/20/2019,Bookcases,493.43
Furniture,11/18/2019,Bookcases,424.116
Furniture,3/24/2020,Bookcases,359.058
Furniture,7/20/2020,Bookcases,384.944
Furniture,7/20/2020,Bookcases,913.43
Furniture,12/20/2020,Bookcases,359.058
Furniture,9/3/2021,Bookcases,198.744
Furniture,12/23/2021,Bookcases,141.372
Furniture,8/3/2022,Bookcases,183.372
Furniture,9/4/2022,Bookcases,825.174
Furniture,9/21/2020,Bookcases,194.32
Furniture,12/25/2020,Bookcases,160.98
Furniture,9/22/2022,Bookcases,241.96
Furniture,1/13/2022,Bookcases,212.94
Furniture,11/10/2021,Bookcases,341.96
Furniture,9/25/2019,Bookcases,300.5328
Furniture,11/12/2019,Bookcases,67.9932
Furniture,1/3/2020,Bookcases,1352.3976
Furniture,3/1/2020,Bookcases,1227.9984
Furniture,3/19/2020,Bookcases,383.4656
Furniture,8/6/2020,Bookcases,369.1992
Furniture,11/13/2020,Bookcases,613.9992
Furniture,11/21/2020,Bookcases,246.1328
Furniture,12/27/2020,Bookcases,532.3992
Furniture,3/14/2021,Bookcases,241.332
Furniture,8/28/2021,Bookcases,156.3728
Furniture,9/8/2021,Bookcases,2396.2656
Furniture,9/27/2021,Bookcases,956.6648
Furniture,11/5/2021,Bookcases,956.6648
Furniture,12/2/2021,Bookcases,781.864
Furniture,2/17/2022,Bookcases,89.0664
Furniture,3/27/2022,Bookcases,1023.332
Furniture,3/31/2022,Bookcases,205.3328
Furniture,4/27/2022,Bookcases,220.2656
Furniture,5/6/2022,Bookcases,623.4648
Furniture,5/30/2022,Bookcases,204.6664
Furniture,6/29/2022,Bookcases,409.9992
Furniture,10/19/2022,Bookcases,328.3992
Furniture,11/13/2022,Bookcases,205.9992
Furniture,11/17/2022,Bookcases,327.7328
Furniture,12/28/2022,Bookcases,78.8528
Furniture,3/8/2020,Bookcases,512.94
Furniture,8/9/2020,Bookcases,687.4
Furniture,1/8/2021,Bookcases,1565.88
Furniture,8/13/2021,Bookcases,241.96
Furniture,12/8/2021,Bookcases,405.86
Furniture,12/8/2022,Bookcases,459.92
Furniture,10/3/2019,Chairs,258.279
Furniture,11/11/2019,Chairs,797.944
Furniture,11/16/2019,Chairs,37.296
Furniture,3/30/2020,Chairs,366.744
Furniture,4/25/2020,Chairs,128.058
Furniture,4/30/2020,Chairs,213.115
Furniture,5/24/2020,Chairs,602.651
Furniture,7/2/2020,Chairs,382.116
Furniture,7/2/2020,Chairs,408.422
Furniture,7/12/2020,Chairs,383.607
Furniture,9/13/2020,Chairs,170.072
Furniture,2/16/2021,Chairs,62.958
Furniture,3/21/2021,Chairs,528.43
Furniture,3/29/2021,Chairs,844.116
Furniture,5/31/2021,Chairs,191.079
Furniture,6/27/2021,Chairs,539.658
Furniture,7/7/2021,Chairs,253.372
Furniture,9/19/2021,Chairs,701.372
Furniture,9/26/2021,Chairs,747.558
Furniture,11/11/2021,Chairs,47.992
Furniture,12/27/2021,Chairs,845.488
Furniture,2/16/2022,Chairs,600.558
Furniture,3/13/2022,Chairs,89.768
Furniture,4/20/2022,Chairs,317.058
Furniture,5/22/2022,Chairs,181.986
Furniture,5/28/2022,Chairs,106.869
Furniture,6/13/2022,Chairs,470.302
Furniture,6/30/2022,Chairs,569.058
Furniture,7/22/2022,Chairs,526.344
Furniture,9/24/2022,Chairs,520.464
Furniture,10/10/2022,Chairs,239.358
Furniture,10/12/2022,Chairs,254.604
Furniture,11/18/2022,Chairs,127.386
Furniture,12/11/2022,Chairs,520.464
Furniture,12/28/2022,Chairs,113.372
Furniture,4/18/2020,Chairs,89.99
Furniture,9/13/2020,Chairs,1516.2
Furniture,12/3/2021,Chairs,29.98
Furniture,12/10/2021,Chairs,1424.9
Furniture,6/1/2022,Chairs,1925.88
Furniture,11/26/2022,Chairs,828.6
Furniture,9/24/2020,Chairs,1408.1
Furniture,7/8/2021,Chairs,47.616
Furniture,7/8/2022,Chairs,662.88
Furniture,11/10/2019,Chairs,563.94
Furniture,10/9/2020,Chairs,389.97
Furniture,11/29/2020,Chairs,1106.91
Furniture,11/29/2020,Chairs,301.96
Furniture,12/10/2020,Chairs,191.96
Furniture,12/17/2020,Chairs,142.36
Furniture,12/17/2020,Chairs,302.94
Furniture,12/17/2020,Chairs,546.66
Furniture,5/27/2021,Chairs,3504.9
Furniture,9/5/2021,Chairs,242.94
Furniture,11/18/2021,Chairs,301.96
Furniture,11/30/2021,Chairs,389.97
Furniture,1/16/2022,Chairs,302.67
Furniture,3/3/2022,Chairs,180.98
Furniture,5/7/2022,Chairs,26.64
Furniture,5/7/2022,Chairs,476.8
Furniture,5/7/2022,Chairs,1458.65
Furniture,6/22/2022,Chairs,487.96
Furniture,9/1/2022,Chairs,498.26
Furniture,12/9/2022,Chairs,872.94
Furniture,12/22/2022,Chairs,1586.69
Furniture,11/17/2019,Chairs,479.9
Furniture,5/31/2020,Chairs,2567.84
Furniture,7/30/2020,Chairs,155.88
Furniture,9/24/2022,Chairs,603.92
Furniture,9/25/2022,Chairs,269.97
Furniture,12/18/2021,Chairs,563.94
Furniture,9/7/2019,Chairs,161.96
Furniture,11/17/2020,Chairs,1323.9
Furniture,10/31/2021,Chairs,368.97
Furniture,3/21/2022,Chairs,1805.88
Furniture,7/29/2022,Chairs,302.67
Furniture,7/20/2022,Chairs,182.94
Furniture,9/8/2019,Chairs,1740.06
Furniture,9/8/2019,Chairs,966.7
Furniture,9/13/2019,Chairs,340.116
Furniture,11/7/2019,Chairs,683.144
Furniture,11/23/2019,Chairs,155.372
Furniture,12/1/2019,Chairs,674.058
Furniture,12/15/2019,Chairs,763.28
Furniture,12/26/2019,Chairs,600.558
Furniture,1/19/2020,Chairs,199.304
Furniture,3/23/2020,Chairs,107.772
Furniture,4/18/2020,Chairs,56.686
Furniture,4/26/2020,Chairs,408.422
Furniture,5/26/2020,Chairs,104.93
Furniture,5/26/2020,Chairs,105.686
Furniture,6/16/2020,Chairs,197.372
Furniture,9/7/2020,Chairs,47.516
Furniture,9/10/2020,Chairs,179.886
Furniture,10/15/2020,Chairs,2453.43
Furniture,12/26/2020,Chairs,275.058
Furniture,12/27/2020,Chairs,212.058
Furniture,2/8/2021,Chairs,241.5
Furniture,3/3/2021,Chairs,563.43
Furniture,3/15/2021,Chairs,528.43
Furniture,4/8/2021,Chairs,95.984
Furniture,4/18/2021,Chairs,344.372
Furniture,5/2/2021,Chairs,366.744
Furniture,5/26/2021,Chairs,388.43
Furniture,6/12/2021,Chairs,379.372
Furniture,6/25/2021,Chairs,85.246
Furniture,7/2/2021,Chairs,528.43
Furniture,8/26/2021,Chairs,1024.716
Furniture,9/5/2021,Chairs,347.802
Furniture,9/26/2021,Chairs,454.965
Furniture,10/20/2021,Chairs,56.686
Furniture,11/18/2021,Chairs,255.108
Furniture,11/20/2021,Chairs,318.43
Furniture,12/1/2021,Chairs,85.246
Furniture,12/1/2021,Chairs,248.43
Furniture,1/1/2022,Chairs,310.744
Furniture,3/27/2022,Chairs,211.246
Furniture,3/27/2022,Chairs,600.558
Furniture,5/14/2022,Chairs,899.43
Furniture,8/17/2022,Chairs,74.592
Furniture,9/8/2022,Chairs,213.43
Furniture,9/17/2022,Chairs,318.43
Furniture,10/9/2022,Chairs,254.058
Furniture,11/19/2022,Chairs,191.058
Furniture,11/19/2022,Chairs,305.312
Furniture,11/19/2022,Chairs,233.058
Furniture,11/25/2022,Chairs,853.93
Furniture,12/1/2022,Chairs,317.058
Furniture,11/18/2019,Chairs,392.94
Furniture,12/1/2019,Chairs,2807.84
Furniture,3/8/2020,Chairs,860.93
Furniture,4/2/2021,Chairs,1454.9
Furniture,7/25/2021,Chairs,403.56
Furniture,9/25/2021,Chairs,201.96
Furniture,12/5/2021,Chairs,1951.84
Furniture,12/8/2021,Chairs,680.01
Furniture,12/29/2021,Chairs,754.45
Furniture,3/25/2022,Chairs,90.99
Furniture,3/25/2022,Chairs,368.97
Furniture,3/25/2022,Chairs,1526.56
Furniture,11/11/2019,Furnishings,10.984
Furniture,11/18/2019,Furnishings,8.544
Furniture,12/6/2019,Furnishings,10.776
Furniture,12/13/2019,Furnishings,94.428
Furniture,12/15/2019,Furnishings,8.544
Furniture,12/27/2019,Furnishings,32.952
